timestamp,T1,RH_1,T2,RH_2
295,19.29,40.73,18.7,39.9
296,19.26,40.7,18.7,39.9
297,19.26,40.76,18.7,39.9666666666667
298,19.29,40.9,18.7,40.0
299,19.29,40.8266666666667,18.7,40.0
300,19.29,41.15,18.79,40.09
301,19.323333333333295,42.1566666666667,18.79,40.09
302,19.39,42.09666666666671,18.823333333333295,40.1566666666667
303,19.39,41.73,18.823333333333295,40.23
304,19.39,41.6566666666667,18.89,40.4
305,19.39,41.59,18.89,40.4
306,19.463333333333296,41.59,19.0,40.4
307,19.5,41.6,19.0,40.4
308,19.5,41.3266666666667,19.0,40.5
309,19.533333333333296,41.29,19.0,40.5
310,19.6,41.43,19.1,40.7
311,19.6,41.5,19.1,40.8266666666667
312,19.6,41.56,19.1666666666667,40.9
313,19.6,41.59,19.1333333333333,40.9
314,19.6,41.53,19.1333333333333,40.9
315,19.6,41.5,19.1,40.9666666666667
316,19.6,41.6933333333333,19.1,40.8266666666667
317,19.6,42.0,19.1,40.79
318,19.6,42.0,19.1,40.73
319,19.6,42.145,19.066666666666695,40.6333333333333
320,19.6,42.2,19.0,40.56
321,19.6,42.06666666666669,19.0,40.6566666666667
322,19.5,42.0,19.0,40.93
323,19.5,42.1333333333333,18.963333333333296,41.06666666666669
324,19.5,42.2,18.89,41.2
325,19.426666666666698,42.1266666666667,18.89,41.29
326,19.39,42.09,18.823333333333295,41.23
327,19.39,42.09,18.79,41.29
328,19.356666666666698,42.09,18.79,41.29
329,19.29,42.09,18.7,41.4
330,19.29,42.09,18.7,41.4
331,19.29,42.09,18.6333333333333,41.3266666666667
332,19.2,42.06,18.6,41.29
333,19.2,42.06,18.6,41.29
334,19.2,42.09,18.6,41.29
335,19.1333333333333,42.09,18.533333333333296,41.29
336,19.1,42.09,18.5,41.29
337,19.1,42.09,18.5,41.29
338,19.1,42.09,18.463333333333296,41.26
339,19.0,42.0,18.39,41.2
340,19.0,42.06,18.39,41.29
341,19.0,42.09,18.39,41.29
342,19.0,42.09,18.29,41.29
343,18.963333333333296,42.09,18.29,41.29
344,18.89,42.1633333333333,18.29,41.4
345,18.89,42.2,18.29,41.4
346,18.89,42.2,18.2,41.29
347,18.79,42.1266666666667,18.2,41.363333333333294
348,18.79,42.2,18.2,41.4
349,18.79,42.2,18.2,41.425
350,18.79,42.2,18.1333333333333,41.5
351,18.76,42.23,18.1,41.5
352,18.7,42.29,18.1,41.5
353,18.7,42.29,18.1,41.59
354,18.7,42.29,18.033333333333296,41.53
355,18.7,42.29,18.1,41.59
356,18.7,42.29,18.1,41.59
357,18.6666666666667,42.29,18.0,41.5
358,18.6,42.29,18.0,41.56
359,18.6,42.29,18.0,41.59
360,18.6,42.3266666666667,18.0,41.59
361,18.6,42.4,17.963333333333303,41.7
362,18.6,42.4,17.89,41.7
363,18.533333333333296,42.4,17.89,41.6266666666667
364,18.5,42.433333333333294,17.89,41.7
365,18.5,42.5,17.89,41.73
366,18.5,42.5,17.89,41.79
367,18.5,42.5,17.79,41.73
368,18.463333333333296,42.56,17.84,41.79
369,18.39,42.5,17.79,41.79
370,18.39,42.53,17.79,41.79
371,18.39,42.59,17.79,41.863333333333294
372,18.39,42.59,17.79,41.9
373,18.39,42.863333333333294,17.79,41.9666666666667
374,18.39,43.36,17.79,42.23
375,18.39,43.9666666666667,17.79,42.43
376,18.39,44.09,17.79,42.6266666666667
377,18.39,44.0225,17.79,42.7
378,18.39,43.9333333333333,17.760000000000005,42.7
379,18.39,43.76,17.7,42.6266666666667
380,18.39,43.7,17.7,42.59
381,18.39,43.59,17.7,42.53
382,18.39,43.53,17.7,42.5
383,18.39,43.3633333333333,17.7,42.433333333333294
384,18.39,43.29,17.79,42.29
385,18.426666666666698,43.326666666666696,17.79,42.23
386,18.5,43.4,17.926666666666698,42.2
387,18.533333333333296,43.4,18.025,42.1175
388,18.533333333333296,43.2666666666667,18.1,42.09
389,18.6,43.29,18.23,42.03
390,18.6666666666667,43.49,18.29,42.09
391,18.7,43.633333333333304,18.39,42.09
392,18.7,43.4333333333333,18.39,42.09
393,18.79,43.7666666666667,18.5,42.06
394,18.79,43.6933333333333,18.566666666666695,41.7266666666667
395,18.823333333333295,43.26,18.6333333333333,41.4666666666667
396,18.9175,43.05,18.7,41.3266666666667
397,19.0,42.933333333333294,18.823333333333295,41.09
398,19.1,42.863333333333294,18.89,41.03
399,19.1666666666667,43.53,19.033333333333296,40.79
400,19.36,44.5666666666667,19.1666666666667,40.73
401,19.566666666666695,44.5,19.323333333333295,40.6633333333333
402,19.73,45.1233333333333,19.463333333333296,40.59
403,19.9966666666667,45.73,19.6333333333333,40.53
404,20.1,45.0566666666667,19.7,40.59
405,20.1666666666667,44.4633333333333,19.79,40.4666666666667
406,20.36,45.1933333333333,19.8925,40.3725
407,20.566666666666695,44.726666666666695,20.066666666666695,40.29
408,20.823333333333295,44.3333333333333,20.1333333333333,40.2
409,20.963333333333296,43.866666666666696,20.26,40.1266666666667
410,21.1,43.5266666666667,20.29,40.0
411,21.1666666666667,43.0666666666667,20.29,40.0
412,21.2,42.1,20.39,39.76
413,21.2,41.6933333333333,20.463333333333296,39.7
414,21.23,41.59666666666671,20.5,39.59
415,21.29,41.565,20.566666666666695,39.53
416,21.356666666666698,41.29,20.6,39.4666666666667
417,21.356666666666698,40.8333333333333,20.6,39.4
418,21.356666666666698,40.6266666666667,20.73,39.4
419,21.5,40.56,20.79,39.3266666666667
420,21.5,40.433333333333294,20.89,39.29
421,21.6,40.26,20.963333333333296,39.23
422,21.6,40.1266666666667,21.0,39.1633333333333
423,21.6,40.06,21.066666666666695,39.09
424,21.6,40.0,21.1,39.09
425,21.533333333333296,40.0,21.075,38.9975
426,21.533333333333296,39.933333333333294,21.0,38.9
427,21.5,39.79,21.0,38.76
428,21.5,39.73,20.926666666666698,38.7
429,21.39,39.59,20.89,38.5
430,21.39,39.7966666666667,20.823333333333295,38.433333333333294
431,21.39,40.56666666666669,20.79,38.29
432,21.463333333333296,41.6933333333333,20.856666666666698,38.363333333333294
433,21.6333333333333,45.1966666666667,20.926666666666698,38.59666666666671
434,21.76,47.13,21.1333333333333,39.0633333333333
435,21.945,45.3,21.29,39.53
436,22.0,43.9966666666667,21.356666666666698,39.53
437,22.066666666666695,43.1966666666667,21.5,39.56
438,22.1,42.363333333333294,21.566666666666695,39.36
439,22.1,41.89,21.6333333333333,39.1633333333333
440,22.1333333333333,41.43,21.7,39.03
441,22.2,41.1566666666667,21.7,38.9
442,22.1,40.8333333333333,21.7,38.7225
443,22.1666666666667,40.5,21.7,38.6266666666667
444,22.2,40.6933333333333,21.7,38.59
445,22.26,41.8333333333333,21.7,38.7925
446,22.323333333333295,42.5633333333333,21.7,39.1333333333333
447,22.463333333333296,47.7633333333333,21.73,39.6333333333333
448,22.73,46.86,21.79,40.36
449,22.79,45.5266666666667,21.823333333333295,41.1566666666667
450,22.79,44.8333333333333,21.89,40.95666666666669
451,22.73,44.1,21.79,40.46
452,22.7,43.296666666666695,21.79,40.1266666666667
453,22.7,42.89,21.7,40.1933333333333
454,22.7,43.0666666666667,21.7,40.6
455,22.7,43.07,21.7,41.0
456,22.7,42.6333333333333,21.76,41.0
457,22.73,41.93,21.79,40.73
458,22.79,41.79,21.79,40.93
459,22.79,41.79,21.79,41.09
460,22.79,41.73,21.856666666666698,41.1633333333333
461,22.79,41.56,21.89,41.0
462,22.79,41.5,21.89,40.86
463,22.926666666666698,41.033333333333296,22.1,40.433333333333294
464,23.066666666666695,40.42666666666669,22.175,39.75
465,23.2,40.1633333333333,22.26,39.7
466,23.26,40.09,22.39,39.6633333333333
467,23.39,40.06,22.463333333333296,39.6633333333333
468,23.39,40.0,22.6,39.6633333333333
469,23.5,40.0,22.6666666666667,39.6633333333333
470,23.566666666666695,39.933333333333294,22.7,39.59
471,23.6,39.79,22.7,39.59
472,23.6,39.73,22.73,39.5
473,23.6,39.6633333333333,22.79,39.5
474,23.6666666666667,39.6633333333333,22.79,39.4666666666667
475,23.7,39.59,22.79,39.4
476,23.7,39.56,22.79,39.4
477,23.7,39.433333333333294,22.79,39.3266666666667
478,23.79,39.26,22.79,39.29
479,23.79,39.2,22.79,39.23
480,23.79,39.1633333333333,22.79,39.2
481,23.73,39.09,22.79,39.2
482,23.7,39.09,22.79,39.1266666666667
483,23.7,39.03,22.79,39.1266666666667
484,23.7,39.09,22.7,39.09
485,23.6333333333333,39.03,22.7,39.09
486,23.6,39.03,22.7,39.09
487,23.6,39.09,22.6,39.0
488,23.5,39.09,22.6,39.0
489,23.426666666666698,39.09,22.5,39.09
490,23.39,39.23,22.426666666666698,39.03
491,23.323333333333295,39.363333333333294,22.39,39.0
492,23.29,39.5,22.323333333333295,39.06
493,23.23,39.433333333333294,22.26,39.06
494,23.2,39.5,22.2,39.06
495,23.1333333333333,39.433333333333294,22.1666666666667,39.09
496,23.1,39.45,22.1,39.09
497,23.0,39.4,22.0,39.09
498,22.926666666666698,39.4,21.926666666666698,39.09
499,22.89,39.433333333333294,21.89,39.1266666666667
500,22.823333333333295,39.5,21.823333333333295,39.1266666666667
501,22.79,39.53,21.76,39.09
502,22.73,39.59,21.7,39.09
503,22.6666666666667,39.56,21.7,39.2
504,22.6,39.5,21.625,39.145
505,22.566666666666695,39.5,21.533333333333296,39.2
506,22.5,39.5,21.5,39.2
507,22.39,39.4,21.426666666666698,39.2
508,22.39,39.4,21.39,39.2
509,22.356666666666698,39.863333333333294,21.323333333333295,39.2
510,22.29,39.79,21.29,39.29
511,22.2,39.7,21.29,39.29
512,22.2,39.7,21.2,39.23
513,22.1666666666667,39.7,21.2,39.29
514,22.1,39.7,21.1,39.4
515,22.066666666666695,39.6633333333333,21.1,39.4
516,22.0,39.6175,21.0,39.3266666666667
517,21.926666666666698,39.9,21.0,39.4
518,21.89,40.223333333333294,20.963333333333296,39.4
519,21.89,40.2966666666667,20.89,39.4666666666667
520,21.856666666666698,40.363333333333294,20.89,39.5
521,21.79,40.09666666666671,20.823333333333295,39.02666666666669
522,21.6333333333333,36.6666666666667,20.296666666666695,35.6966666666667
523,21.36,34.4,19.63,33.29
524,21.066666666666695,33.43333333333331,19.15,32.95
525,21.0,33.56,19.323333333333295,33.53
526,20.89,33.86,19.53,33.99
527,20.89,34.1933333333333,19.66,34.618
528,20.79,34.6666666666667,19.7,34.7666666666667
529,20.79,35.1933333333333,19.7,35.1
530,20.76,35.92666666666669,19.79,35.46333333333331
531,20.76,36.4,19.856666666666698,35.7966666666667
532,20.79,36.6933333333333,19.926666666666698,36.39
533,20.79,37.02666666666669,20.0,36.723333333333294
534,20.89,37.36,20.033333333333296,37.06666666666669
535,20.89,37.6333333333333,20.1,37.3333333333333
536,20.89,37.8,20.2,37.5
537,20.89,38.06666666666669,20.2,37.6333333333333
538,20.89,38.2,20.29,38.1266666666667
539,20.926666666666698,38.29,20.29,38.06666666666669
540,21.0,38.363333333333294,20.29,38.09
541,21.0,38.433333333333294,20.356666666666698,38.09
542,21.0,38.56,20.39,38.23
543,20.963333333333296,38.59,20.39,38.363333333333294
544,20.89,38.59,20.39,38.35
545,20.89,38.52666666666669,20.29,38.06666666666669
546,20.89,38.4,20.29,38.15
547,20.89,38.5,20.35111111111109,37.9983333333333
548,20.89,38.893333333333295,20.445,37.95
549,21.0,39.79,20.5833333333333,37.977777777777796
550,21.0,39.99,20.625,38.0
551,21.1,39.52666666666669,20.710625,38.0675
552,21.1,39.3266666666667,20.79,38.039375
553,21.2,39.1633333333333,20.85875,38.039375
554,21.2,39.03,20.89,38.075
555,21.29,38.995,20.9327777777778,38.015
556,21.323333333333295,38.76,21.038888888888895,38.0
557,21.39,38.7,21.088888888888896,38.05
558,21.426666666666698,38.79,21.111111111111104,38.02
559,21.5,38.79,21.1722222222222,38.01
560,21.5,38.8266666666667,21.2,37.95
561,21.5,39.02666666666669,21.275,37.9444444444444
562,21.6,39.06,21.29,37.845
563,21.6666666666667,38.933333333333294,21.29,37.6627777777778
564,21.73,38.6933333333333,21.29,37.51
565,21.79,38.36,21.357222222222198,37.4444444444444
566,21.823333333333295,38.29,21.4877777777778,37.4888888888889
567,21.963333333333296,38.29,21.561111111111092,37.410555555555604
568,22.033333333333296,38.1266666666667,21.65,37.357222222222205
569,22.1666666666667,38.2,21.715,37.308333333333294
570,22.2,38.09,21.79,37.29
571,22.26,38.09,21.83,37.29
572,22.323333333333295,38.06,21.8677777777778,37.27
573,22.323333333333295,38.0,21.8677777777778,37.215
574,22.323333333333295,37.9666666666667,21.89,37.2
575,22.39,37.8725,21.8677777777778,37.15111111111109
576,22.39,37.863333333333294,21.8677777777778,37.175555555555604
577,22.39,37.79,21.89,37.145
578,22.39,37.79,21.89,37.1022222222222
579,22.39,37.79,21.89,37.09
580,22.39,37.79,21.89,37.09
581,22.39,37.79,21.89,37.09
582,22.39,37.79,21.89,37.09
583,22.39,37.86,21.89,37.1541666666667
584,22.39,38.6666666666667,21.89,37.1214285714286
585,22.463333333333296,39.95666666666669,21.89,37.1855555555556
586,22.39,42.03,21.89,37.46
587,22.426666666666698,43.39,21.956,37.92
588,22.5,45.6633333333333,22.0,38.395
589,22.5,47.1933333333333,22.0,39.09666666666671
590,22.566666666666695,46.86,22.0,39.43
591,22.6,44.8933333333333,22.0,39.52666666666669
592,22.6,43.8933333333333,22.0,39.1933333333333
593,22.6,42.49666666666669,22.0,39.06
594,22.6,41.7566666666667,22.0,39.0
595,22.6,41.05,22.0,38.933333333333294
596,22.7,40.863333333333294,22.0,39.1333333333333
597,22.76,40.73,22.1,39.5
598,22.89,40.59,22.1975,39.5225
599,22.963333333333296,40.463333333333296,22.29,39.59
600,23.033333333333296,40.223333333333294,22.39,39.4666666666667
601,23.1,39.963333333333296,22.39,39.3266666666667
602,23.2,39.723333333333294,22.39,39.1633333333333
603,23.2,39.53,22.39,39.03
604,23.2,39.3333333333333,22.5,38.9666666666667
605,23.2,39.1266666666667,22.426666666666698,38.8266666666667
606,23.2,39.06,22.39,38.76
607,23.2,38.933333333333294,22.463333333333296,38.76
608,23.26,39.0,22.5,38.43
609,23.26,39.1933333333333,22.426666666666698,38.1566666666667
610,23.2,39.23,22.39,38.2
611,23.2,39.363333333333294,22.39,38.26
612,23.2,39.5,22.39,38.3266666666667
613,23.2,39.56,22.39,38.4
614,23.1,39.6266666666667,22.323333333333295,38.5
615,23.1,39.7,22.323333333333295,38.56
616,23.1,39.76,22.26,38.6633333333333
617,23.0,39.8,22.2,38.6633333333333
618,23.0,40.0,22.15,38.79
619,22.89,40.1266666666667,22.1,38.933333333333294
620,22.89,40.2,22.033333333333296,39.0
621,22.79,40.09,22.0,39.1266666666667
