#timestamp, p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z []
109,0.0012632738283138156,6.616368427966868e-05,0.0036508235489314256,0.9999998625015071,-7.58432559518688e-07,-0.00019988237935368263,0.0004848127742994277
110,0.0011529269802222353,6.697596348470558e-05,0.003656554187125849,0.9999998618661043,-3.267799636587483e-05,-0.00027775569614533325,0.00044502999236933964
111,0.0010832828699125496,6.641818005323485e-05,0.0036463452656214645,0.9999998524550289,-5.524722869535489e-05,-0.00032266813804662667,0.0004335007923189658
112,0.001043294145271212,6.533848067097336e-05,0.003624695834843372,0.9999998324830187,-7.208318057222805e-05,-0.00032521259853423635,0.0004733653086360201
113,0.0010178249570828024,6.329455202180867e-05,0.0035963661892410848,0.9999998247261569,-0.00010275470815233481,-0.0003119386652593526,0.0004926290637604759
114,0.001007217263147897,5.654130183868622e-05,0.003562606841277738,0.9999998009360186,-0.00010021777093249316,-0.00035152387072030306,0.0005143104994839109
115,0.0010177798042849684,4.598194440971759e-05,0.0035169695119094957,0.9999997760643003,-5.2546951951603836e-05,-0.00037039356835762036,0.0005549042905120246
116,0.00104664222259776,3.5045546424194995e-05,0.0034634307635035277,0.9999997457238422,4.248384333566812e-06,-0.0003486053683874347,0.000622100071800776
117,0.0010820973942415324,2.8893036560229124e-05,0.0034041961588993086,0.9999997266860433,2.718146096500214e-05,-0.0003034705503439741,0.000673642807491027
118,0.001134892116684716,1.8222949459356652e-05,0.0035473763465769803,0.9999997224107734,5.046457287862116e-06,-0.00027487897055509473,0.0006925275885791529
119,0.0011649188077661465,1.3094160046300818e-05,0.003523989041169351,0.9999997167962643,-2.807871919086708e-07,-0.00028824239310103666,0.0006952148123022186
120,0.0011899083887189632,7.742499299218109e-06,0.0034977755618910145,0.9999997228058649,3.8428787589938546e-06,-0.0002697688144283917,0.0006939727748224018
121,0.0011865045571434751,4.864058473608157e-06,0.003473645124037361,0.9999997165661302,-2.2740978130437433e-06,-0.0002504961740359687,0.0007100099678630735
122,0.0011445940876274596,6.145837112947472e-06,0.003459059673524667,0.9999997197262113,-3.5941278662008474e-05,-0.0002359135025789958,0.0007096481822932045
123,0.0010635751537260707,8.274851109213444e-06,0.0034522238123859683,0.9999997255213079,-7.188235390568777e-05,-0.00027170698728538607,0.0006855403337306472
124,0.0009541917799408273,9.064201976882735e-06,0.003447720037479174,0.9999997172336942,-7.479431482713119e-05,-0.0003302543431739524,0.0006714688459684097
125,0.000824322461652871,9.120577411203534e-06,0.003444148915499712,0.9999997073397107,-5.009166907271662e-05,-0.0003751272568326485,0.0006648991343244044
126,0.0006818360366914744,1.0321626124271122e-05,0.0034400279982047532,0.9999996986530751,-2.4029087959049278e-05,-0.00041904756216473086,0.0006530815435173327
127,0.0005349143280467539,1.4612787611112399e-05,0.003434876305007384,0.9999996987382413,-1.575819174995016e-05,-0.0004624831247411705,0.0006232049945254248
128,0.0004022067724381295,1.012188166654715e-05,0.0036356125884209334,0.9999996793783997,-4.010404108201883e-05,-0.0005179051823132694,0.0006094333317076615
129,0.00026752566131693634,1.5559621989930106e-05,0.0036563623326066885,0.9999996485750273,-5.925647186192647e-05,-0.0005609473677981519,0.0006202229785103978
130,0.00015778546844380514,1.9049404794690972e-05,0.003663929876237093,0.9999996278098497,-7.305211575594609e-05,-0.0005763430445695515,0.0006378653817682197
131,6.194367048184546e-05,2.080389625797041e-05,0.0036628557772035997,0.9999996037468332,-8.249769536764216e-05,-0.0006112848281154659,0.0006418965383102514
132,-3.920099104937069e-06,2.0833301536793414e-05,0.0036514256514861287,0.999999592018021,-8.885572751252165e-05,-0.0006333911621027661,0.0006378746639441896
133,-4.391365251982249e-05,2.038908266283057e-05,0.003629734713239019,0.9999995823676968,-0.00010387331969488955,-0.0006551237283803638,0.0006287190675706352
134,-5.046182199147653e-05,1.8739175531662378e-05,0.003595465076439597,0.9999995749969033,-0.00011945392521772688,-0.0006625348841441807,0.0006299081678374063
135,-3.583975639231962e-05,1.3283161154703516e-05,0.0035493174582355014,0.9999995646872036,-0.00010605000827858854,-0.0006589185787046088,0.0006520775305195814
136,-1.4254007014102843e-05,5.0530595818998325e-06,0.0034989735411032896,0.9999995588806496,-6.913731815430473e-05,-0.0006651798759564254,0.0006595409541243114
137,6.696114499937789e-06,-2.0416625403085753e-06,0.003446543673726543,0.9999995616643154,-4.29705680756814e-05,-0.0006697916039982266,0.0006528429479983985
138,1.820558781517878e-05,-1.719659314611266e-05,0.0036040340530061332,0.9999995542309109,-5.6890443046845216e-05,-0.0006727589798031935,0.0006600733384577909
139,4.8540435279076366e-05,-2.162211126766067e-05,0.0035816067077847347,0.9999995415784082,-7.748727308847378e-05,-0.0006601088594837349,0.0006892713469626618
140,8.424506808812904e-05,-2.534778745025279e-05,0.00354972668055753,0.9999995359959838,-9.21996909751599e-05,-0.0006124056663831089,0.0007378796202382294
141,9.22015737817028e-05,-2.9006584178425943e-05,0.0035220986599335813,0.9999995142844189,-9.267269419356434e-05,-0.0005994138461218087,0.0007768820624779525
142,7.999477767711705e-05,-3.460152657355775e-05,0.0034964877748264733,0.99999951847156,-7.521821903171784e-05,-0.0005736249466935251,0.0007926873836886514
143,4.067065354451671e-05,-4.0629488456706e-05,0.003477173339100359,0.9999995119238818,-5.2280619570086886e-05,-0.0005677583348459216,0.0008068885971587588
144,-2.642091280052883e-05,-4.404864885199089e-05,0.0034619448801065378,0.9999994964512051,-4.998466855228224e-05,-0.0005929492193109745,0.0008080903986857778
145,-0.0001032978581161359,-4.4668358590793655e-05,0.0034418580036850166,0.9999995124550808,-6.392870925729556e-05,-0.0005739401100360062,0.0008009965485479699
146,-0.00019279191010401764,-4.4143395050960654e-05,0.003421221331948887,0.9999995034435224,-6.425814345298726e-05,-0.0005858560118037005,0.0008035896546115128
147,-0.00031035673191281976,-4.23483818232373e-05,0.003403752184226727,0.9999995049725983,-5.6401033770707535e-05,-0.0006206930538365832,0.0007756375537117073
148,-0.00043292691823787477,-5.170368985285556e-05,0.0035972340590630925,0.9999995282069655,-6.150054819201554e-05,-0.0006236963933424038,0.0007421632826328174
149,-0.0005701316006797574,-4.721745561578339e-05,0.003623252385546838,0.9999995182764178,-7.763069541953905e-05,-0.0006713327520137166,0.0007118516303447974
150,-0.000677387227389803,-4.064342451307046e-05,0.0036386656405378304,0.9999995394991308,-0.00011598913866493593,-0.0006710642273376841,0.0006761810769277983
151,-0.0007584499952217327,-3.574618779667027e-05,0.0036449025655904688,0.9999995440704758,-0.00014911734045499906,-0.0006684798574101777,0.0006654002853893966
152,-0.0008164549594888437,-3.5519274644291166e-05,0.003645353330097967,0.9999995239385645,-0.00015818949708720984,-0.0006897858337031881,0.0006717843633446173
153,-0.0008482380922339994,-4.0782038928571795e-05,0.00363687680947522,0.9999995429047065,-0.00013949374168601537,-0.0006701395281228851,0.0006675663915629124
154,-0.0008733994990023364,-4.507379814150392e-05,0.003622953477462554,0.999999536278059,-0.0001005637010950442,-0.0006803442558488904,0.0006741381924638965
155,-0.0008916455097360276,-4.5784839466572747e-05,0.0036044187718413667,0.9999994930652909,-6.715365570336344e-05,-0.0007195748277112495,0.0007011216834962957
156,-0.0008846762472562442,-4.329220346036e-05,0.0035733712735750434,0.9999994719994546,-6.852211618848987e-05,-0.0007249146081112604,0.000725123673839115
157,-0.0008600475642386307,-3.9405748051696277e-05,0.0035322948985589964,0.9999994268893481,-9.129745369802703e-05,-0.0007448404979661044,0.0007636087891646288
158,-0.0008498338654837623,-5.206361906967549e-05,0.003698852193413371,0.9999993934247444,-0.00010553898689843523,-0.000747894865986295,0.000801663854008766
159,-0.0008195090505315195,-5.816927802976268e-05,0.0036897881866593263,0.9999993759639986,-9.862993985320337e-05,-0.0007684562135369744,0.0008048719129117106
160,-0.0008046282411815486,-6.542052159722034e-05,0.0036845245141703398,0.9999993444119998,-7.908304236199723e-05,-0.0008135024198204572,0.0008019571409538668
161,-0.000801753054511245,-6.948506879472793e-05,0.0036805894592706334,0.9999993050600632,-6.404646676989908e-05,-0.0008525981139657856,0.0008116981562559637
162,-0.0008118272747674182,-6.99308114631425e-05,0.0036749371115296636,0.9999992842922125,-8.040797828909396e-05,-0.00087877233256152,0.0008079039592838478
163,-0.0008304252758140618,-6.857690135958494e-05,0.0036685152319131387,0.9999992704220819,-0.00011141439908251207,-0.0008966068283901622,0.0008017719943694757
164,-0.0008584618692535906,-6.880411337498171e-05,0.0036585269548001786,0.9999992787462008,-0.0001272685181275341,-0.0008858657052859036,0.0008009692596332126
165,-0.0009063536081079238,-7.026419976591258e-05,0.0036515157733905124,0.9999992897527934,-0.00011277601563539274,-0.0008869797376571775,0.0007880624493013202
166,-0.0009665349821548763,-7.241826362014425e-05,0.0036450807867232093,0.9999992826025734,-8.240318419427004e-05,-0.000908515772815941,0.0007762751730095913
167,-0.001042492662057859,-7.324378083151117e-05,0.003641278636795864,0.9999992541927437,-5.379780983386522e-05,-0.0009335454846614525,0.0007856287800547175
168,-0.0011233925574489767,-9.052976405385382e-05,0.0038355207531082236,0.9999992463948996,-5.8705090691369224e-05,-0.0009331019771367195,0.0007956657875797239
169,-0.0011804975714000965,-8.796673634062224e-05,0.0038520902142371582,0.9999992426709572,-9.533468965201209e-05,-0.0009347526643400394,0.0007948624191358192
170,-0.0012205691351288017,-8.414547079116375e-05,0.003856627863307649,0.9999992465683941,-0.00013816928873580688,-0.000920567891518784,0.0008002041294252961
171,-0.0012584059688234284,-8.261789248015239e-05,0.0038551029997668795,0.9999992449002479,-0.00014956809588559408,-0.0009203386931335558,0.0008005029722458348
172,-0.0012902180742134228,-8.406777371416929e-05,0.0038463774343364676,0.9999992464167665,-0.00012677713180459982,-0.0009267768858798902,0.000795096259463937
173,-0.0013194969507345222,-8.5837109878667e-05,0.0038324663015429916,0.9999992315162782,-8.847319168504638e-05,-0.0009448628310365106,0.0007977302663393786
174,-0.0013349064049901216,-8.552885433435464e-05,0.0038096644812777303,0.9999992122920912,-6.053865920437529e-05,-0.0009630572572468673,0.000802664928350867
175,-0.0013216284016926982,-8.213300403978052e-05,0.003772168703967571,0.999999236039651,-6.913103102010535e-05,-0.0009494313589747974,0.0007884929356141105
176,-0.00128692029468086,-7.548518461591991e-05,0.003723339830757011,0.9999992880310777,-0.0001058384323692351,-0.000899112523306697,0.0007773880848320139
177,-0.0012490481597118297,-6.965671906467019e-05,0.0036713698329609024,0.9999992966318362,-0.00013060100922926781,-0.0008721211794709903,0.0007931480678520468
178,-0.0012416368410527179,-8.483114865548425e-05,0.0038290384413322,0.9999993092008937,-0.0001288996340787349,-0.0008340784019977014,0.0008181050292832437
179,-0.001219850293214142,-8.723071331831478e-05,0.0038190803802993223,0.9999992868438499,-9.900759810650578e-05,-0.0008379743123809791,0.0008451676395755044
180,-0.0011990123583962564,-8.856268931364819e-05,0.003806034901367994,0.9999992574026547,-6.650850919510276e-05,-0.0008501153907345606,0.0008706747841287295
181,-0.0011605246605874142,-8.722988488990557e-05,0.0037828775307502394,0.9999992548197154,-6.748065851373604e-05,-0.0008499923051709076,0.0008736815528144242
182,-0.0011122753527172402,-8.256802672554353e-05,0.0037509246868168145,0.9999992956925625,-0.0001121915155837332,-0.0008132777948246943,0.0008570919852332475
