#timestamp,ones,zeros,zeros,zeros,ones,zeros,zeros,zeros,ones,ones,zeros,zeros,zeros,ones,zeros,zeros,zeros,ones,ones,zeros,zeros,zeros,ones,zeros,zeros,zeros,ones, b_w_RS_S_x [rad s^-1], b_w_RS_S_y [rad s^-1], b_w_RS_S_z [rad s^-1], b_a_RS_S_x [m s^-2], b_a_RS_S_y [m s^-2], b_a_RS_S_z [m s^-2]
1403715274542143232,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547666,0.069073
1403715274547142912,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547666,0.069073
1403715274552143104,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547666,0.069073
1403715274557143040,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547666,0.069073
1403715274562142976,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547666,0.069073
1403715274567142912,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547666,0.069073
1403715274572143104,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547666,0.069073
1403715274577143040,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547666,0.069073
1403715274582142976,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547666,0.069073
1403715274587142912,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547666,0.069073
1403715274592143104,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547666,0.069073
1403715274597143040,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547666,0.069073
1403715274602142976,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547666,0.069073
1403715274607142912,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547666,0.069073
1403715274612143104,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547666,0.069073
1403715274617143040,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547666,0.069073
1403715274622142976,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547666,0.069073
1403715274627142912,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547666,0.069073
1403715274632143104,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547666,0.069073
1403715274637142784,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547666,0.069073
1403715274642142976,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547666,0.069073
1403715274647142912,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547666,0.069073
1403715274652143104,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547666,0.069073
1403715274657143040,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547666,0.069073
1403715274662142976,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547666,0.069073
1403715274667143168,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547666,0.069073
1403715274672143104,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547666,0.069073
1403715274677143040,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547666,0.069073
1403715274682142976,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547666,0.069073
1403715274687143168,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547666,0.069073
1403715274692142848,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547666,0.069073
1403715274697143040,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547666,0.069073
1403715274702142976,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274707143168,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274712142848,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274717143040,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274722142976,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274727143168,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274732142848,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274737143040,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274742142976,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274747142912,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274752142848,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274757143040,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274762142976,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274767142912,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274772142848,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274777143040,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274782143232,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274787142912,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274792143104,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274797143040,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274802142976,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274807142912,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274812143104,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274817143040,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274822142976,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274827142912,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274832143104,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274837143040,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274842142976,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274847142912,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274852143104,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274857143040,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274862142976,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274867142912,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274872143104,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274877142784,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274882142976,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274887142912,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274892143104,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274897142784,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274902142976,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274907143168,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274912143104,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274917143040,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274922142976,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274927143168,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274932142848,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274937143040,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274942142976,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274947143168,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274952142848,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274957143040,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274962142976,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274967143168,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274972142848,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274977143040,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274982142976,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274987142912,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274992142848,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715274997143040,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715275002142976,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715275007142912,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715275012142848,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
1403715275017143040,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.002229,0.0207,0.07635,-0.012492,0.547667,0.069073
